titulo,Autor,,,categoria,Disponibilidad
Percy Jackson y la maldición del titán,Rick Riordan,$14.500,img/percy_jackson_y_la_maldición_del_titán.png,Fantasía Juvenil,Disponible
Percy Jackson y la batalla del laberinto,Rick Riordan,$15.000,img/percy_jackson_y_la_batalla_del_laberinto.png,Fantasía Juvenil,Disponible
Percy Jackson y el último olímpico,Rick Riordan,$16.500,img/percy_jackson_y_el_último_olímpico.png,Fantasía Juvenil,Disponible
"Las Crónicas de Narnia: El león, la bruja y el armario",C.S. Lewis,$18.000,"img/las_crónicas_de_narnia:_el_león,_la_bruja_y_el_armario.png",Fantasía Juvenil,Disponible
Las Crónicas de Narnia: El príncipe Caspian,C.S. Lewis,$14.000,img/las_crónicas_de_narnia:_el_príncipe_caspian.png,Fantasía Juvenil,Disponible
Las Crónicas de Narnia: La travesía del Viajero del Alba,C.S. Lewis,$12.500,img/las_crónicas_de_narnia:_la_travesía_del_viajero_del_alba.png,Fantasía Juvenil,Disponible
Las Crónicas de Narnia: La silla de plata,C.S. Lewis,$17.000,img/las_crónicas_de_narnia:_la_silla_de_plata.png,Fantasía Juvenil,Disponible
Las Crónicas de Narnia: El caballo y el muchacho,C.S. Lewis,$12.500,img/las_crónicas_de_narnia:_el_caballo_y_el_muchacho.png,Fantasía Juvenil,Disponible
Las Crónicas de Narnia: El sobrino del mago,C.S. Lewis,$16.000,img/las_crónicas_de_narnia:_el_sobrino_del_mago.png,Fantasía Juvenil,Disponible
Las Crónicas de Narnia: La última batalla,C.S. Lewis,$15.000,img/las_crónicas_de_narnia:_la_última_batalla.png,Fantasía Juvenil,Disponible
El poder del ahora,Eckhart Tolle,$13.500,img/el_poder_del_ahora.png,Desarrollo Personal,Disponible
Los 7 hábitos de la gente altamente efectiva,Stephen Covey,$18.000,img/los_7_hábitos_de_la_gente_altamente_efectiva.png,Desarrollo Personal,Disponible
"Padre rico, padre pobre",Robert Kiyosaki,$13.500,"img/padre_rico,_padre_pobre.png",Desarrollo Personal,Disponible
Piense y hágase rico,Napoleon Hill,$12.000,img/piense_y_hágase_rico.png,Desarrollo Personal,Disponible
El secreto,Rhonda Byrne,$13.000,img/el_secreto.png,Desarrollo Personal,Disponible
El monje que vendió su Ferrari,Robin Sharma,$17.000,img/el_monje_que_vendió_su_ferrari.png,Desarrollo Personal,Disponible
¿Quién se ha llevado mi queso?,Spencer Johnson,$16.000,img/¿quién_se_ha_llevado_mi_queso?.png,Desarrollo Personal,Disponible
Inteligencia emocional,Daniel Goleman,$14.000,img/inteligencia_emocional.png,Psicología,Disponible
El arte de la guerra,Sun Tzu,$14.500,img/el_arte_de_la_guerra.png,Estrategia,Disponible
Los cuatro acuerdos,Don Miguel Ruiz,$14.000,img/los_cuatro_acuerdos.png,Desarrollo Personal,Disponible
Hábitos atómicos,James Clear,$14.000,img/hábitos_atómicos.png,Desarrollo Personal,Disponible
El sutil arte de que te importe un carajo,Mark Manson,$12.500,img/el_sutil_arte_de_que_te_importe_un_carajo.png,Desarrollo Personal,Disponible
Mindset: La actitud del éxito,Carol Dweck,$15.000,img/mindset:_la_actitud_del_éxito.png,Psicología,Disponible
El poder de los hábitos,Charles Duhigg,$15.500,img/el_poder_de_los_hábitos.png,Psicología,Disponible
Cómo ganar amigos e influir sobre las personas,Dale Carnegie,$15.500,img/cómo_ganar_amigos_e_influir_sobre_las_personas.png,Desarrollo Personal,Disponible
Despierta,Anthony de Mello,$13.000,img/despierta.png,Desarrollo Personal,Disponible
Las 48 leyes del poder,Robert Greene,$16.000,img/las_48_leyes_del_poder.png,Estrategia,Disponible
El hombre en busca de sentido,Viktor Frankl,$15.000,img/el_hombre_en_busca_de_sentido.png,Psicología,Disponible
Sapiens: De animales a dioses,Yuval Noah Harari,$16.500,img/sapiens:_de_animales_a_dioses.png,Historia y Ciencia,Disponible
21 lecciones para el siglo XXI,Yuval Noah Harari,$10.000,img/21_lecciones_para_el_siglo_xxi.png,Historia y Ciencia,Disponible
Romeo y Julieta,William Shakespeare,$16.000,img/romeo_y_julieta.png,Teatro Clásico,Disponible
Hamlet,William Shakespeare,$10.500,img/hamlet.png,Teatro Clásico,Disponible
Otelo,William Shakespeare,$14.000,img/otelo.png,Teatro Clásico,Disponible
Macbeth,William Shakespeare,$14.000,img/macbeth.png,Teatro Clásico,Disponible
El mercader de Venecia,William Shakespeare,$14.000,img/el_mercader_de_venecia.png,Teatro Clásico,Disponible
